TestModel,Mouseratio,DuplicateModel,Vendor,TestModel2,Cancer,TumorPurity
LU11722-R2P2-30393-20201222,51.66,LU11722,NOD/SCID;,LU11722,LU,48.34
AL7442-P5-SP-20170516J-20170704,8.69,AL7442,NOD/SCID;,AL7442,AL,91.31
LU6425-R1P19-4111-20210513,21.9,LU6425,NOD/SCID;,LU6425,LU,78.1
AL5586-P0-20170504-38787-BM-20210316,85.94,AL5586,NOD/SCID;,AL5586,AL,14.06
LU5202-R2P4-90375-20201124,8.62,LU5202,NOD/SCID;,LU5202,LU,91.38
ME12076-R1P4-20170830-40636-20201124,5.1,ME12076,NOD/SCID;,ME12076,ME,94.9
LU5179-R1P4-19951-20210420,3.5,LU5179,NOD/SCID;,LU5179,LU,96.5
ME13986-R2P7-20201201-17125-20210330,17.28,ME13986,NOD/SCID;,ME13986,ME,82.72
LI1037-R17P5-57512-20210525,7.46,LI1037,NOD/SCID;,LI1037,LI,92.54
ME13984-R2P5-98421-20210223,2.42,ME13984,NOD/SCID;,ME13984,ME,97.58
LU6425-R1P14-4111-20210513,27.36,LU6425,NOD/SCID;,LU6425,LU,72.64
LI6612-R6P5-13229-20210601,39.01,LI6612,NOD/SCID;,LI6612,LI,60.99
CC2947-R1P4-96050-20201013,13.07,CC2947,NOD/SCID;,CC2947,CC,86.93
LU2057-R1P5-80986-202106015,6.07,LU2057,NOD/SCID;,LU2057,LU,93.93
HN2574-R6P14-55489-20210413,33.06,HN2574,NOD/SCID;,HN2574,HN,66.94
ME12120-R3P4-12142-20201208,18.98,ME12120,NOD/SCID;,ME12120,ME,81.02
OV9421-R1P4-13878-20210608,6.07,OV9421,NOD/SCID;,OV9421,OV,93.93
LU2038-R2P5-55627-55630-20210525,38.85,LU2038,NOD/SCID;,LU2038,LU,61.15
CC6279-R10P7-20210211-29898-20210525,41.43,CC6279,NOD/SCID;,CC6279,CC,58.57
LU2049-R9P7-20200909-R-10643-20201215,55.55,LU2049,NOD/SCID;,LU2049,LU,44.45
HN3508-R3P4-20160406-20415-20201117,59.59,HN3508,NOD/SCID;,HN3508,HN,40.41
PA0527-R11P3-52229-20201013,87.47,PA0527,NOD/SCID;,PA0527,PA,12.53
LU5260-R2P3-25064-20210309,48.25,LU5260,NOD/SCID;,LU5260,LU,51.75
LU5381-R5P5-30348-20201222,46.13,LU5381,NOD/SCID;,LU5381,LU,53.87
ES3905-R3P6-18352-2021-01-05,5.28,ES3905,NOD/SCID;,ES3905,ES,94.72
LY2345-R9P4-20170405-35843-20201222,54.98,LY2345,NOD/SCID;,LY2345,LY,45.02
LU5212-R2P2-398-20210511,51.9,LU5212,NOD/SCID;,LU5212,LU,48.1
LU1219-R11P7-20201231-31943-20210430,19.85,LU1219,NOD/SCID;,LU1219,LU,80.15
LU5178-R5P5-57229-57230-20210511,42.94,LU5178,NOD/SCID;,LU5178,LU,57.06
PA1290-R7P4-17234-20210202,29.12,PA1290,NOD/SCID;,PA1290,PA,70.88
LU5247-R6P3-55451-20210608,19.01,LU5247,NOD/SCID;,LU5247,LU,80.99
ES2311-R10P2-53436-53438-20210316,24.53,ES2311,NOD/SCID;,ES2311,ES,75.47
LU5229-R1P3-20160329-52041-20210518,13.71,LU5229,NOD/SCID;,LU5229,LU,86.29
LU5178-R5P5-57228-20210518,48.54,LU5178,NOD/SCID;,LU5178,LU,51.46
CR0455-R16P6-17912-20210608,26.23,CR0455,NOD/SCID;,CR0455,CR,73.77
ES11073-R3P3-29489-20210420,28.07,ES11073,NOD/SCID;,ES11073,ES,71.93
LU2529-R15P9-20210318-16831-20210622,25.6,LU2529,NOD/SCID;,LU2529,LU,74.4
ME14010-R2P7-51139-20201103,6.14,ME14010,NOD/SCID;,ME14010,ME,93.86
LU1219-R11P7-20201231-31943-20210430-2,20.27,LU1219,NOD/SCID;,LU1219,LU,79.73
CC6637-R4P4-99577,42.8,CC6637,NOD/SCID;,CC6637,CC,57.2
LI6700-R3P4-20190828-R-33029-20201222,29.51,LI6700,NOD/SCID;,LI6700,LI,70.49
PA1198-P3-20210427,59.33,PA1198,NOD/SCID;,PA1198,PA,40.67
PR6513-R2P8-96368-RF-20210202,18.01,PR6513,NOD/SCID;,PR6513,PR,81.99
LU5271-R3P4-20201015-24580,3.2,LU5271,NOD/SCID;,LU5271,LU,96.8
LU5202-R4P5-20210121-23553-20210413,12.34,LU5202,NOD/SCID;,LU5202,LU,87.66
LU5176-R4P5-20210317-R-22149-20210601,15.22,LU5176,NOD/SCID;,LU5176,LU,84.78
AL5514-P5-LI-20200818B-20201020,25.88,AL5514,NOD/SCID;,AL5514,AL,74.12
ME12174-R3P2-20200812-R-11301-20201110,53.75,ME12174,NOD/SCID;,ME12174,ME,46.25
BR1282-P2-20210323,25.91,BR1282,NOD/SCID;,BR1282,BR,74.09
LU2529-R5P8-18515-20210429,4.92,LU2529,NOD/SCID;,LU2529,LU,95.08
LU11856-R2P5-20210325-28132-20210511,11.04,LU11856,NOD/SCID;,LU11856,LU,88.96
CC6279-R10P7-20210211-29898-20210525,40.62,CC6279,NOD/SCID;,CC6279,CC,59.38
LU5381-R1P2-20181122-R-28536-20210615-Machine,27.88,LU5381,NOD/SCID;,LU5381,LU,72.12
LU0861-R15P4-57599-20210622,10.53,LU0861,NOD/SCID;,LU0861,LU,89.47
LU5202-R4P6-15193-20210622,13.29,LU5202,NOD/SCID;,LU5202,LU,86.71
LU5229-R5P4-20210512-R-21960-20210622,25.77,LU5229,NOD/SCID;,LU5229,LU,74.23
LU5178-R1P3-20181128-28561-20201124,49.02,LU5178,NOD/SCID;,LU5178,LU,50.98
KI0551-R18P3-53131-20210601,18.43,KI0551,NOD/SCID;,KI0551,KI,81.57
LI6643-R6P7-10239-20201222,5.55,LI6643,NOD/SCID;,LI6643,LI,94.45
AD10272-R1P4-74755-20210604,36.2,AD10272,NOD/SCID;,AD10272,AD,63.8
HN3508-R5P5-19407-2021-01-05,58.27,HN3508,NOD/SCID;,HN3508,HN,41.73
LU1219-R3P4-28150-2,13.9,LU1219,NOD/SCID;,LU1219,LU,86.1
LU1219-R5P4-59717-2,11.21,LU1219,NOD/SCID;,LU1219,LU,88.79
AL7442-P4-SP-20150127M-20150227,8.1,AL7442,NOD/SCID;,AL7442,AL,91.9
ME9393-R1P3-17825-20210608,30.4,ME9393,NOD/SCID;,ME9393,ME,69.6
HN3690-R7P3-57702-20210608,27,HN3690,NOD/SCID;,HN3690,HN,73
BR5484-R1P6-98780-20201201,13.32,BR5484,NOD/SCID;,BR5484,BR,86.68
AL5514-P5-SP-20200818B-20201020,18.27,AL5514,NOD/SCID;,AL5514,AL,81.73
LU5212-R4P4-22672-20210518,19.33,LU5212,NOD/SCID;,LU5212,LU,80.67
BR1458-R15P6-20210421-R-21660-20210622,19.73,BR1458,NOD/SCID;,BR1458,BR,80.27
ME12085-R2P6-51283-20201110,2.94,ME12085,NOD/SCID;,ME12085,ME,97.06
LU5212-R3P3-20191225-91480-20210330,31.76,LU5212,NOD/SCID;,LU5212,LU,68.24
OV1272-R11P3-45902-20201020,18.9,OV1272,NOD/SCID;,OV1272,OV,81.1
CR15091-R1P2-83665-RF,56.77,CR15091,NOD/SCID;,CR15091,CR,43.23
CR5046-R3P4-20200514-41248-20210223,20.47,CR5046,NOD/SCID;,CR5046,CR,79.53
AL5547-P3-SP-20210105A-20210422-20210427,4.85,AL5547,NOD/SCID;,AL5547,AL,95.15
SA10138-R1P6-20200928-24621-20201215,17.76,SA10138,NOD/SCID;,SA10138,SA,82.24
ME11971-R1P4-64014-20210511,3.31,ME11971,NOD/SCID;,ME11971,ME,96.69
AL5547-P3-SP-20210105A-20210409-20210427,9.43,AL5547,NOD/SCID;,AL5547,AL,90.57
PR9582-R1P3-20200730-50830-20201229,3.68,PR9582,NOD/SCID;,PR9582,PR,96.32
CR3280-R6P3-52236-52237-52238-52239-20201229,11.85,CR3280,NOD/SCID;,CR3280,CR,88.15
ME12111-R1P4-67869-20201124,19.23,ME12111,NOD/SCID;,ME12111,ME,80.77
LY6934-R8P6-8508-20210622,3.37,LY6934,NOD/SCID;,LY6934,LY,96.63
LU1219-P1--2,20.76,LU1219,NOD/SCID;,LU1219,LU,79.24
PR6513-R1P10-3967-20210513,23.72,PR6513,NOD/SCID;,PR6513,PR,76.28
LU5269-R1P4-80762-20210407,19.44,LU5269,NOD/SCID;,LU5269,LU,80.56
AL5514-P5-SP-20200818B-20201016,19.81,AL5514,NOD/SCID;,AL5514,AL,80.19
AL5514-P5-LI-20200818B-20201014,23.29,AL5514,NOD/SCID;,AL5514,AL,76.71
LU11685-P3-Ms401-2006080417,2.41,LU11685,NOD/SCID;,LU11685,LU,97.59
OV9421-R2P6-29746-20210429,20.9,OV9421,NOD/SCID;,OV9421,OV,79.1
PR9585-R1P3-53848-20210126,31.07,PR9585,NOD/SCID;,PR9585,PR,68.93
LU5187-R2P6-17852-20210420,22.02,LU5187,NOD/SCID;,LU5187,LU,77.98
CR5059-P5-Ms52-2005040503,19.04,CR5059,NOD/SCID;,CR5059,CR,80.96
LY2298-R16P6-20210311-16687-20210511,5.44,LY2298,NOD/SCID;,LY2298,LY,94.56
LU11575-R1P1-20161124-R-29950,33.74,LU11575,NOD/SCID;,LU11575,LU,66.26
LU5187-R1P5-20160426-53334-20201208,21.31,LU5187,NOD/SCID;,LU5187,LU,78.69
CR5088-R2P3-20190702-9504-20210119,22.96,CR5088,NOD/SCID;,CR5088,CR,77.04
LU1155-P1,15.72,LU1155,NOD/SCID;,LU1155,LU,84.28
LI6669-R8P8-13901-20201020,3.18,LI6669,NOD/SCID;,LI6669,LI,96.82
LU5212-R2P2-20161221-399,47.12,LU5212,NOD/SCID;,LU5212,LU,52.88
LU5178-P12-20200707-XO0261,0.09,LU5178,NOD/SCID;,LU5178,LU,99.91
LU5165-R4P8-22917-22925,18.63,LU5165,NOD/SCID;,LU5165,LU,81.37
ME11978-R1P2-20170119-30925-20210629,16.88,ME11978,NOD/SCID;,ME11978,ME,83.12
LU5192-R1P2-80775-20210223,1.09,LU5192,NOD/SCID;,LU5192,LU,98.91
LU0387-R32P4-53729-20210126,3.42,LU0387,NOD/SCID;,LU0387,LU,96.58
CV1248-R10P6-29493-20210420,7.93,CV1248,NOD/SCID;,CV1248,CV,92.07
PR6513-R1P10R-3967-20210513,16.89,PR6513,NOD/SCID;,PR6513,PR,83.11
LY6934-R8P6-16457-20210511,4.06,LY6934,NOD/SCID;,LY6934,LY,95.94
GA13732-R3P4-20200830-10009-20210223,16.1,GA13732,NOD/SCID;,GA13732,GA,83.9
LU5194-R3P6-55611-55615-20210525,19.63,LU5194,NOD/SCID;,LU5194,LU,80.37
AL7442-P5-SP-20170525M-20170704-36,3.82,AL7442,NOD/SCID;,AL7442,AL,96.18
OV5296-R7P4-57294-20210601,4.06,OV5296,NOD/SCID;,OV5296,OV,95.94
GA13765-R2P3-20190917-33928-20210223,21.06,GA13765,NOD/SCID;,GA13765,GA,78.94
BL5007-R1P7-60737-20210601,2.5,BL5007,NOD/SCID;,BL5007,BL,97.5
PR6513-R2P7-91365-20210223,15.76,PR6513,NOD/SCID;,PR6513,PR,84.24
LI0801-R20P6-10243-20210608,28.29,LI0801,NOD/SCID;,LI0801,LI,71.71
LU5174-R1P3-83801-20210223,22.28,LU5174,NOD/SCID;,LU5174,LU,77.72
ES3887-R1P1-20160922-26233-20210601,34.53,ES3887,NOD/SCID;,ES3887,ES,65.47
AL5547-P3-SP-20210105A-20210414-20210427,44.84,AL5547,NOD/SCID;,AL5547,AL,55.16
BR1458-R12P7-24260-20201110,36.75,BR1458,NOD/SCID;,BR1458,BR,63.25
ES0218-R18P3-55678-20210518-2,4.37,ES0218,NOD/SCID;,ES0218,ES,95.63
GA6821-R3P4-52211-52213-52214-20201208,14.69,GA6821,NOD/SCID;,GA6821,GA,85.31
ME12135-R1P4-67074-20201124,8.58,ME12135,NOD/SCID;,ME12135,ME,91.42
UT14026-R3P3-97379-20200915,20.26,UT14026,NOD/SCID;,UT14026,UT,79.74
BR10540-R1P5-20200728-12515-20201103,8.19,BR10540,NOD/SCID;,BR10540,BR,91.81
LU2455-R2P4-93621,55.19,LU2455,NOD/SCID;,LU2455,LU,44.81
BL9200-R1P3-20180419-49942-20201215,44.87,BL9200,NOD/SCID;,BL9200,BL,55.13
PR6513-R3P7-52350-20210223,17.66,PR6513,NOD/SCID;,PR6513,PR,82.34
HN5125-R2P3-24947-20210223,8.03,HN5125,NOD/SCID;,HN5125,HN,91.97
LU5257-R3P4-20191217-R-35878,3.36,LU5257,NOD/SCID;,LU5257,LU,96.64
AL5514-P5-SP-20200818B-20201014,15.63,AL5514,NOD/SCID;,AL5514,AL,84.37
ES2311-P2-5235-20200811,31.88,ES2311,NOD/SCID;,ES2311,ES,68.12
UT3759-R6P5-24782-20201208,4.31,UT3759,NOD/SCID;,UT3759,UT,95.69
LU5386-R2P4-91530-20201124,4.71,LU5386,NOD/SCID;,LU5386,LU,95.29
LY12954-R2P4-54220-20210316,5.14,LY12954,NOD/SCID;,LY12954,LY,94.86
ME14010-R2P5-94547-20210223,2.31,ME14010,NOD/SCID;,ME14010,ME,97.69
LU11856-R1P3-20170215-31466-20210302,17.07,LU11856,NOD/SCID;,LU11856,LU,82.93
LU5268-R1P3-20181025-18099-20210427,25.67,LU5268,NOD/SCID;,LU5268,LU,74.33
AL5547-P3-SP-20210105A-20210404-20210427,12.01,AL5547,NOD/SCID;,AL5547,AL,87.99
BN10397-R1P1-2019919-34929-20201124,24.23,BN10397,NOD/SCID;,BN10397,BN,75.77
GA6895-R4P6-29576-20210429,16.2,GA6895,NOD/SCID;,GA6895,GA,83.8
LU5269-R1P4-80765-20201124,2.01,LU5269,NOD/SCID;,LU5269,LU,97.99
GS11338-R1P2-53316-20201208,4.45,GS11338,NOD/SCID;,GS11338,GS,95.55
LU5212-R3P6-98127,32.34,LU5212,NOD/SCID;,LU5212,LU,67.66
LU5178-R1P3-20181128-R-28561-20200922,37.99,LU5178,NOD/SCID;,LU5178,LU,62.01
LU5165-R5P7-20200825-R-10270-20201020,19.82,LU5165,NOD/SCID;,LU5165,LU,80.18
LU5271-P2-149,13,LU5271,NOD/SCID;,LU5271,LU,87
LU5268-R1P3-20599-20210511,15.9,LU5268,NOD/SCID;,LU5268,LU,84.1
LU5216-R2P4-66644-20201124,2.36,LU5216,NOD/SCID;,LU5216,LU,97.64
LU5271-R3P3-20200812-R-11348-20201020,1,LU5271,NOD/SCID;,LU5271,LU,99
AL5547-P2-SP-20200818B-20201116,13.81,AL5547,NOD/SCID;,AL5547,AL,86.19
ME14010-R2P7-51140-20201110,5.2,ME14010,NOD/SCID;,ME14010,ME,94.8
LU5271-R1P2-20181122-R-28121-20200819,0.59,LU5271,NOD/SCID;,LU5271,LU,99.41
PR6513-R2P9-50848-20201110,14.96,PR6513,NOD/SCID;,PR6513,PR,85.04
LU5386-R2P5-96481-20201110,2.03,LU5386,NOD/SCID;,LU5386,LU,97.97
CR5032-R2P2-0360,20.65,CR5032,NOD/SCID;,CR5032,CR,79.35
LU5187-R2P6-17851-20210330,17.43,LU5187,NOD/SCID;,LU5187,LU,82.57
CR5026-R2P5-92880,6.74,CR5026,NOD/SCID;,CR5026,CR,93.26
AL5729-P1-20191015-39200-SP-20200119,38.43,AL5729,NOD/SCID;,AL5729,AL,61.57
LU5271-R2P3-09115,1.77,LU5271,NOD/SCID;,LU5271,LU,98.23
CR5026-R2P5-92877,12.25,CR5026,NOD/SCID;,CR5026,CR,87.75
LU5212-R2P2-397,31.03,LU5212,NOD/SCID;,LU5212,LU,68.97
CR5103-R2P9-51067-20201027,4.85,CR5103,NOD/SCID;,CR5103,CR,95.15
GA13766-R2P4-20200709-13750-20200908,22.57,GA13766,NOD/SCID;,GA13766,GA,77.43
LU5212-R3P4-93183,22.32,LU5212,NOD/SCID;,LU5212,LU,77.68
HN2588-R4P4-19446-20210615-Machine,29.3,HN2588,NOD/SCID;,HN2588,HN,70.7
LU5212-R2P3-63150,28.38,LU5212,NOD/SCID;,LU5212,LU,71.62
ME12219-R1P2-20170420-38345-20210223,13.1,ME12219,NOD/SCID;,ME12219,ME,86.9
PA5379-R2P4-32853,21.94,PA5379,NOD/SCID;,PA5379,PA,78.06
CR3262-R8P4-13293-20201020,13.55,CR3262,NOD/SCID;,CR3262,CR,86.45
CR11370-R1P3-32510,7.74,CR11370,NOD/SCID;,CR11370,CR,92.26
PA5410-R2P4-37925,41.55,PA5410,NOD/SCID;,PA5410,PA,58.45
LU5271-R2P4-31366,4.47,LU5271,NOD/SCID;,LU5271,LU,95.53
LU6434-R3P10-24167-20201110,21.11,LU6434,NOD/SCID;,LU6434,LU,78.89
LU5212-P1,55.3,LU5212,NOD/SCID;,LU5212,LU,44.7
AL5547-P2-SP-20200818B-20201111,13.05,AL5547,NOD/SCID;,AL5547,AL,86.95
CR2665-R2P5-66530-20210202,19.65,CR2665,NOD/SCID;,CR2665,CR,80.35
AL5547-P3-TU-20210105A-20210422-20210427,1.55,AL5547,NOD/SCID;,AL5547,AL,98.45
AL5547-P2-LI-20200818B-20201116,29.95,AL5547,NOD/SCID;,AL5547,AL,70.05
BL5428-R1P5-20200324-49090-20210223,3.06,BL5428,NOD/SCID;,BL5428,BL,96.94
LU6431-R5P9-29785-20210429,19.54,LU6431,NOD/SCID;,LU6431,LU,80.46
SA10138-R1P3-20200303-43101,32.33,SA10138,NOD/SCID;,SA10138,SA,67.67
GA13732-R3P4-20200820-10006-20200929,34.45,GA13732,NOD/SCID;,GA13732,GA,65.55
LU5231-P2-2007080126-158,6.7,LU5231,NOD/SCID;,LU5231,LU,93.3
AM7160-P1-SP-20200929R-20210305-20210330,35.16,AM7160,NOD/SCID;,AM7160,AM,64.84
CC6658-R8P6-29696-20210420,12.78,CC6658,NOD/SCID;,CC6658,CC,87.22
LU2569-R1P4-20160202-50205-20210525,5.32,LU2569,NOD/SCID;,LU2569,LU,94.68
LY2240-P1-20210330,16.86,LY2240,NOD/SCID;,LY2240,LY,83.14
LY6931-R6P6-54526-20210316,4.63,LY6931,NOD/SCID;,LY6931,LY,95.37
LU5184-R1P3-20180819-14470,1.66,LU5184,NOD/SCID;,LU5184,LU,98.34
LU5263-R1P6-26310-20210413,11.75,LU5263,NOD/SCID;,LU5263,LU,88.25
CR5032-R2P5-39969,15.49,CR5032,NOD/SCID;,CR5032,CR,84.51
CR0029-R26P2-55681-20210511,13.57,CR0029,NOD/SCID;,CR0029,CR,86.43
ME11971-R2P5-18741-20210601,15.49,ME11971,NOD/SCID;,ME11971,ME,84.51
MT16036-P2-5,50.85,MT16036,NOD/SCID;,MT16036,MT,49.15
LI6615-R3P5-20160307-18940,15.52,LI6615,NOD/SCID;,LI6615,LI,84.48
BN2331-R5P10-88828-20210511,14.18,BN2331,NOD/SCID;,BN2331,BN,85.82
AL5547-P3-TU-20210105A-20210409-20210427,2.1,AL5547,NOD/SCID;,AL5547,AL,97.9
AL7155-P1-20110729,26.38,AL7155,NOD/SCID;,AL7155,AL,73.62
LU5408-R3P3-20210106-R-31677-20210309,16.31,LU5408,NOD/SCID;,LU5408,LU,83.69
ES0189-R21P8-10843-20210601,9.56,ES0189,NOD/SCID;,ES0189,ES,90.44
SA4181-R2P2-20201119-R-17347-20210126,41.83,SA4181,NOD/SCID;,SA4181,SA,58.17
CR5032-R4P3-20191203-36337,18.98,CR5032,NOD/SCID;,CR5032,CR,81.02
LU5231-R1P4-23841,3.85,LU5231,NOD/SCID;,LU5231,LU,96.15
CR5085-R1P2-27570,15.62,CR5085,NOD/SCID;,CR5085,CR,84.38
LU5257-R1P3-19029-LF,2.95,LU5257,NOD/SCID;,LU5257,LU,97.05
BR3058-R12P5-20200513-R-44212,31.92,BR3058,NOD/SCID;,BR3058,BR,68.08
OV9424-R1P3-20180427-10869-20201013,31.8,OV9424,NOD/SCID;,OV9424,OV,68.2
LU5212-R2P3-63149,38.46,LU5212,NOD/SCID;,LU5212,LU,61.54
HN9284-R1P4-20180427-10233-20201013,23.85,HN9284,NOD/SCID;,HN9284,HN,76.15
LU5257-R1P3-19030-LF,4.55,LU5257,NOD/SCID;,LU5257,LU,95.45
AL7188-P4-SP-20190625B-2019-9-2,17.4,AL7188,NOD/SCID;,AL7188,AL,82.6
LI6615-R3P5-18940,12.08,LI6615,NOD/SCID;,LI6615,LI,87.92
LU5257-P2-2009030031,3.71,LU5257,NOD/SCID;,LU5257,LU,96.29
BR3058-R11P4-31834,29.69,BR3058,NOD/SCID;,BR3058,BR,70.31
LU5212-R2P3-63150,33.52,LU5212,NOD/SCID;,LU5212,LU,66.48
CR1197-R13P6-55494-20210407,45.58,CR1197,NOD/SCID;,CR1197,CR,54.42
PA5379-R2P3-09657,26.69,PA5379,NOD/SCID;,PA5379,PA,73.31
LU5268-R4P4-20210421-R-21675-20210622,13.05,LU5268,NOD/SCID;,LU5268,LU,86.95
LY2264-R8P4-20160503-53416,16.72,LY2264,NOD/SCID;,LY2264,LY,83.28
LU6419-R13P7-20210512-R-20105-20210706,16.75,LU6419,NOD/SCID;,LU6419,LU,83.25
ME5280-R1P3-83837-20201124,6.26,ME5280,NOD/SCID;,ME5280,ME,93.74
ME12070-R2P7-20210211-29807-20210511,1.3,ME12070,NOD/SCID;,ME12070,ME,98.7
GA6209-R5P8-10356-20201117,5.17,GA6209,NOD/SCID;,GA6209,GA,94.83
AL5547-P3-SP-20210105A-20210423-20210427,8.82,AL5547,NOD/SCID;,AL5547,AL,91.18
ME12120-R2P2-20190418-R-21207,15.55,ME12120,NOD/SCID;,ME12120,ME,84.45
BL5007-R2P3-20190509-R-27423-20201215,6.18,BL5007,NOD/SCID;,BL5007,BL,93.82
CR1742-R12P3-20201013-R-24778-20201229,42.27,CR1742,NOD/SCID;,CR1742,CR,57.73
AL5547-P3-LI-20210105A-20210422-20210427,12.5,AL5547,NOD/SCID;,AL5547,AL,87.5
AL5547-P3-LI-20210105A-20210409-20210427,21.23,AL5547,NOD/SCID;,AL5547,AL,78.77
ME9373-R2P4-20200730-12130-20201013,8.94,ME9373,NOD/SCID;,ME9373,ME,91.06
BR1458-R13P4-52261-20201124,22.6,BR1458,NOD/SCID;,BR1458,BR,77.4
LI6622-R7P5-20200901-R-10701-20201117,3.27,LI6622,NOD/SCID;,LI6622,LI,96.73
AL7155-P1-20141212,27.06,AL7155,NOD/SCID;,AL7155,AL,72.94
OV0243-R16P7-31955-20210317,3.79,OV0243,NOD/SCID;,OV0243,OV,96.21
LY2201-R5P2-50844-20201124,8.36,LY2201,NOD/SCID;,LY2201,LY,91.64
ME12043-R1P5-48632-RF,12.64,ME12043,NOD/SCID;,ME12043,ME,87.36
LU5164-R2P9-98585-20200915,6.2,LU5164,NOD/SCID;,LU5164,LU,93.8
AL7155-P2-20130903,13.16,AL7155,NOD/SCID;,AL7155,AL,86.84
LU5195-R2P3-63632,5.8,LU5195,NOD/SCID;,LU5195,LU,94.2
AL7155-P1-20141030,24.27,AL7155,NOD/SCID;,AL7155,AL,75.73
LY6931-R6P6-54528-54529-20210330,6.13,LY6931,NOD/SCID;,LY6931,LY,93.87
ME12120-R2P2-21206-RB,7.16,ME12120,NOD/SCID;,ME12120,ME,92.84
ME12120-R3P3-20200507-R-41048,10.56,ME12120,NOD/SCID;,ME12120,ME,89.44
LY2298-R15P2-6629-20201103,6.3,LY2298,NOD/SCID;,LY2298,LY,93.7
LU9359-R1P2-20180228-R-47211,29.01,LU9359,NOD/SCID;,LU9359,LU,70.99
GA13766-R1P2-27754,24.65,GA13766,NOD/SCID;,GA13766,GA,75.35
LU6408-R9P9-98984-20200915,69.81,LU6408,NOD/SCID;,LU6408,LU,30.19
GA6819-R5P5-24175-20210608,22.4,GA6819,NOD/SCID;,GA6819,GA,77.6
ME12120-R2P2-21206-RB,9.61,ME12120,NOD/SCID;,ME12120,ME,90.39
ME12043-R1P6-13328-RB,15.67,ME12043,NOD/SCID;,ME12043,ME,84.33
GA13766-R2P3-20200507-41053,25.08,GA13766,NOD/SCID;,GA13766,GA,74.92
BN15385-R1P0-75366,13.74,BN15385,NOD/SCID;,BN15385,BN,86.26
ME12120-R2P2-21207-RB,18.51,ME12120,NOD/SCID;,ME12120,ME,81.49
LU5153-R2P5-9730,12.26,LU5153,NOD/SCID;,LU5153,LU,87.74
AL7155-P4-SP-20190827A-19R52619,18.08,AL7155,NOD/SCID;,AL7155,AL,81.92
AL7188-P5-SP-20190827A-19R52625,24.54,AL7188,NOD/SCID;,AL7188,AL,75.46
AL7188-P4-SP-20190625B-19R44086,17.99,AL7188,NOD/SCID;,AL7188,AL,82.01
SA13306-R1P3-39603,20.07,SA13306,NOD/SCID;,SA13306,SA,79.93
LI1074-R12P7-91908,7.76,LI1074,NOD/SCID;,LI1074,LI,92.24
AL7188-P5-SP-20190827A-19R52624,19.92,AL7188,NOD/SCID;,AL7188,AL,80.08
LY2345-R9P4-20170405-35848-20210629,20.55,LY2345,NOD/SCID;,LY2345,LY,79.45
LU5195-R2P2-20170112-30446-20201023,3.54,LU5195,NOD/SCID;,LU5195,LU,96.46
BR10727-R2P5-20200922-30968-20201110,9.6,BR10727,NOD/SCID;,BR10727,BR,90.4
LI6700-R5P5-31144-20210208,37.77,LI6700,NOD/SCID;,LI6700,LI,62.23
AL5527-P5-SP-20200507A-2020-7-8,14.44,AL5527,NOD/SCID;,AL5527,AL,85.56
ES0630-R16P5-54046-54047-54048-20210309,23.95,ES0630,NOD/SCID;,ES0630,ES,76.05
AM7160-P1-TU-20200929R-20210305-20210330,9.05,AM7160,NOD/SCID;,AM7160,AM,90.95
HN9284-R2P6-20200723-12573-20201201,29.26,HN9284,NOD/SCID;,HN9284,HN,70.74
BN2331-R5P11-92040-20210511,16.27,BN2331,NOD/SCID;,BN2331,BN,83.73
LI5133-R1P3-20180814-R-17687,8.8,LI5133,NOD/SCID;,LI5133,LI,91.2
SA13306-R1P1-31470,19.26,SA13306,NOD/SCID;,SA13306,SA,80.74
ME12132-R2P4-94835-20200915,14.01,ME12132,NOD/SCID;,ME12132,ME,85.99
PA4007-R1P2-20160909-26122-20210615,33.93,PA4007,NOD/SCID;,PA4007,PA,66.07
AD10272-R1P2-20644-RF,9.71,AD10272,NOD/SCID;,AD10272,AD,90.29
LI5133-R2P4-20200520-R-41076,30.95,LI5133,NOD/SCID;,LI5133,LI,69.05
BN2331-R5P7-86222-20210511,31.44,BN2331,NOD/SCID;,BN2331,BN,68.56
CR3079-R8P6-10217-20210601,23.37,CR3079,NOD/SCID;,CR3079,CR,76.63
BN2331-R5P6-84605-20210511,5.26,BN2331,NOD/SCID;,BN2331,BN,94.74
BL9209-R1P3-20180419-49961-20201215,4.46,BL9209,NOD/SCID;,BL9209,BL,95.54
BL5007-R3P4-17959-20210330,8.65,BL5007,NOD/SCID;,BL5007,BL,91.35
CR0029-P1-20210309,26.17,CR0029,NOD/SCID;,CR0029,CR,73.83
BL9209-R2P5-20210213-29995-20210427,4.31,BL9209,NOD/SCID;,BL9209,BL,95.69
AD10272-R1P3-25762-LB,13.56,AD10272,NOD/SCID;,AD10272,AD,86.44
LU5386-P1-6,4.61,LU5386,NOD/SCID;,LU5386,LU,95.39
GA6821-R4P6-54710-20210302,19.37,GA6821,NOD/SCID;,GA6821,GA,80.63
SA4257-R1P4-20200825-10444-20201215,25.79,SA4257,NOD/SCID;,SA4257,SA,74.21
ME11973-R1P2-20190710-R-23196,7.78,ME11973,NOD/SCID;,ME11973,ME,92.22
LU5386-R1P2-28902-RF,2.62,LU5386,NOD/SCID;,LU5386,LU,97.38
HN5125-P1-227,33.33,HN5125,NOD/SCID;,HN5125,HN,66.67
AL7155-P3-20180207,17.97,AL7155,NOD/SCID;,AL7155,AL,82.03
